"HEURE_ACCDN","DT_ACCDN","NB_VICTIMES_TOTAL"
"15:00:00-15:59:00","2019/05/27",1
"08:00:00-08:59:00","2019/05/28",1
"20:00:00-20:59:00","2019/05/30",1
"23:00:00-23:59:00","2019/06/02",1
"10:00:00-10:59:00","2019/06/02",0
"16:00:00-16:59:00","2019/06/07",1
"15:00:00-15:59:00","2019/06/18",1
"16:00:00-16:59:00","2019/06/20",0
"22:00:00-22:59:00","2019/06/27",1
"Non précisé","2019/06/29",1
"Non précisé","2019/06/30",1
"09:00:00-09:59:00","2019/07/03",1
"16:00:00-16:59:00","2019/07/04",1
"18:00:00-18:59:00","2019/07/10",1
"03:00:00-03:59:00","2019/07/11",1
"10:00:00-10:59:00","2019/07/20",1
"20:00:00-20:59:00","2019/07/22",1
"06:00:00-06:59:00","2019/07/24",0
"17:00:00-17:59:00","2019/07/25",1
"13:00:00-13:59:00","2019/07/25",1
"Non précisé","2019/07/27",1
"07:00:00-07:59:00","2019/07/30",1
"18:00:00-18:59:00","2019/07/31",1
"22:00:00-22:59:00","2019/07/31",1
"19:00:00-19:59:00","2019/08/02",2
"08:00:00-08:59:00","2019/08/05",1
"08:00:00-08:59:00","2019/08/06",1
"16:00:00-16:59:00","2019/08/06",1
"17:00:00-17:59:00","2019/08/07",0
"14:00:00-14:59:00","2019/08/10",1
"15:00:00-15:59:00","2019/08/22",0
"16:00:00-16:59:00","2019/08/22",1
"19:00:00-19:59:00","2019/08/26",0
"16:00:00-16:59:00","2019/09/04",0
"17:00:00-17:59:00","2019/09/14",1
"16:00:00-16:59:00","2019/09/16",0
"08:00:00-08:59:00","2019/09/18",1
"20:00:00-20:59:00","2019/09/19",0
"14:00:00-14:59:00","2019/09/20",2
"08:00:00-08:59:00","2019/09/20",0
"14:00:00-14:59:00","2019/09/21",1
"09:00:00-09:59:00","2019/09/27",1
"08:00:00-08:59:00","2019/10/03",1
"19:00:00-19:59:00","2019/10/03",1
"18:00:00-18:59:00","2019/10/16",1
"19:00:00-19:59:00","2019/10/16",1
"18:00:00-18:59:00","2019/10/23",0
"22:00:00-22:59:00","2019/12/06",1
"11:00:00-11:59:00","2019/12/24",1
"19:00:00-19:59:00","2019/01/10",0
"17:00:00-17:59:00","2019/04/04",1
"17:00:00-17:59:00","2019/04/17",0
"01:00:00-01:59:00","2019/04/27",0
"09:00:00-09:59:00","2019/05/01",1
"16:00:00-16:59:00","2019/05/16",1
"21:00:00-21:59:00","2019/05/18",0
"21:00:00-21:59:00","2019/05/24",1
"14:00:00-14:59:00","2019/05/28",1
"14:00:00-14:59:00","2019/06/06",1
"17:00:00-17:59:00","2019/06/12",1
"11:00:00-11:59:00","2019/06/14",1
"18:00:00-18:59:00","2019/07/02",0
"18:00:00-18:59:00","2019/07/04",1
"14:00:00-14:59:00","2019/07/05",1
"17:00:00-17:59:00","2019/06/19",0
"17:00:00-17:59:00","2019/07/08",1
"18:00:00-18:59:00","2019/07/16",1
"02:00:00-02:59:00","2019/07/18",0
"09:00:00-09:59:00","2019/07/22",0
"17:00:00-17:59:00","2019/07/24",0
"03:00:00-03:59:00","2019/07/31",1
"00:00:00-00:59:00","2019/08/04",1
"20:00:00-20:59:00","2019/08/09",0
"15:00:00-15:59:00","2019/08/10",1
"18:00:00-18:59:00","2019/08/15",1
"10:00:00-10:59:00","2019/08/20",0
"14:00:00-14:59:00","2019/08/21",0
"09:00:00-09:59:00","2019/08/26",1
"10:00:00-10:59:00","2019/08/28",0
"07:00:00-07:59:00","2019/09/11",1
"00:00:00-00:59:00","2019/09/25",1
"21:00:00-21:59:00","2019/09/26",0
"07:00:00-07:59:00","2019/10/03",1
"21:00:00-21:59:00","2019/10/08",1
"14:00:00-14:59:00","2019/10/09",1
"16:00:00-16:59:00","2019/10/19",1
"19:00:00-19:59:00","2019/10/22",1
"09:00:00-09:59:00","2019/10/31",1
"17:00:00-17:59:00","2019/12/07",1
"18:00:00-18:59:00","2019/12/14",1
"21:00:00-21:59:00","2019/12/31",1
"13:00:00-13:59:00","2019/03/14",1
"20:00:00-20:59:00","2019/04/02",1
"18:00:00-18:59:00","2019/04/15",0
"08:00:00-08:59:00","2019/05/09",1
"18:00:00-18:59:00","2019/05/09",1
"17:00:00-17:59:00","2019/05/17",1
"13:00:00-13:59:00","2019/05/30",0
"12:00:00-12:59:00","2019/06/13",1
"18:00:00-18:59:00","2019/06/18",1
"10:00:00-10:59:00","2019/06/23",0
"15:00:00-15:59:00","2019/06/24",1
"15:00:00-15:59:00","2019/06/26",0
"19:00:00-19:59:00","2019/07/04",1
"17:00:00-17:59:00","2019/07/05",0
"12:00:00-12:59:00","2019/07/07",2
"16:00:00-16:59:00","2019/07/08",1
"11:00:00-11:59:00","2019/07/10",0
"15:00:00-15:59:00","2019/07/12",1
"16:00:00-16:59:00","2019/07/12",0
"00:00:00-00:59:00","2019/07/15",1
"14:00:00-14:59:00","2019/07/19",1
"15:00:00-15:59:00","2019/07/23",1
"06:00:00-06:59:00","2019/07/30",1
"13:00:00-13:59:00","2019/07/31",1
"23:00:00-23:59:00","2019/07/30",1
"16:00:00-16:59:00","2019/08/01",1
"20:00:00-20:59:00","2019/08/03",1
"15:00:00-15:59:00","2019/08/04",0
"17:00:00-17:59:00","2019/08/08",1
"14:00:00-14:59:00","2019/08/15",1
"18:00:00-18:59:00","2019/08/23",1
"10:00:00-10:59:00","2019/08/30",1
"18:00:00-18:59:00","2019/09/04",1
"15:00:00-15:59:00","2019/09/06",1
"21:00:00-21:59:00","2019/09/08",1
"19:00:00-19:59:00","2019/09/12",0
"05:00:00-05:59:00","2019/09/12",1
"07:00:00-07:59:00","2019/09/25",1
"08:00:00-08:59:00","2019/09/30",1
"14:00:00-14:59:00","2019/10/02",1
"17:00:00-17:59:00","2019/10/15",1
"19:00:00-19:59:00","2019/10/05",0
"08:00:00-08:59:00","2019/10/30",0
"22:00:00-22:59:00","2019/10/31",1
"08:00:00-08:59:00","2019/11/04",1
"08:00:00-08:59:00","2019/11/05",1
"12:00:00-12:59:00","2019/11/05",1
"18:00:00-18:59:00","2019/01/15",0
"17:00:00-17:59:00","2019/03/26",1
"17:00:00-17:59:00","2019/04/03",1
"16:00:00-16:59:00","2019/04/04",0
"19:00:00-19:59:00","2019/05/12",1
"16:00:00-16:59:00","2019/05/18",1
"22:00:00-22:59:00","2019/04/29",0
"08:00:00-08:59:00","2019/05/28",1
"11:00:00-11:59:00","2019/05/30",1
"10:00:00-10:59:00","2019/06/16",1
"18:00:00-18:59:00","2019/06/25",1
"01:00:00-01:59:00","2019/06/30",1
"07:00:00-07:59:00","2019/07/03",1
"17:00:00-17:59:00","2019/07/10",1
"00:00:00-00:59:00","2019/07/11",1
"09:00:00-09:59:00","2019/07/29",1
"20:00:00-20:59:00","2019/07/29",1
"07:00:00-07:59:00","2019/08/05",0
"15:00:00-15:59:00","2019/08/09",0
"18:00:00-18:59:00","2019/08/20",1
"12:00:00-12:59:00","2019/08/21",1
"17:00:00-17:59:00","2019/08/26",1
"08:00:00-08:59:00","2019/09/04",1
"Non précisé","2019/09/12",0
"15:00:00-15:59:00","2019/09/12",0
"08:00:00-08:59:00","2019/09/17",1
"18:00:00-18:59:00","2019/09/17",1
"16:00:00-16:59:00","2019/09/19",1
"15:00:00-15:59:00","2019/09/19",1
"16:00:00-16:59:00","2019/09/22",1
"09:00:00-09:59:00","2019/09/25",1
"18:00:00-18:59:00","2019/09/25",0
"15:00:00-15:59:00","2019/09/26",0
"16:00:00-16:59:00","2019/09/24",0
"18:00:00-18:59:00","2019/10/03",1
"06:00:00-06:59:00","2019/09/26",1
"16:00:00-16:59:00","2019/10/17",1
"09:00:00-09:59:00","2019/10/25",1
"12:00:00-12:59:00","2019/10/26",1
"19:00:00-19:59:00","2019/10/28",1
"Non précisé","2019/10/31",1
"12:00:00-12:59:00","2019/11/06",1
"08:00:00-08:59:00","2019/11/27",0
"14:00:00-14:59:00","2019/11/29",1
"09:00:00-09:59:00","2019/02/22",1
"07:00:00-07:59:00","2019/05/01",0
"11:00:00-11:59:00","2019/05/02",0
"08:00:00-08:59:00","2019/05/17",1
"12:00:00-12:59:00","2019/05/29",1
"16:00:00-16:59:00","2019/06/05",1
"17:00:00-17:59:00","2019/06/10",1
"08:00:00-08:59:00","2019/06/12",1
"08:00:00-08:59:00","2019/06/14",1
"21:00:00-21:59:00","2019/06/19",0
"11:00:00-11:59:00","2019/07/10",1
"15:00:00-15:59:00","2019/07/15",1
"13:00:00-13:59:00","2019/07/19",1
"18:00:00-18:59:00","2019/07/19",1
"13:00:00-13:59:00","2019/07/21",1
"10:00:00-10:59:00","2019/07/26",1
"14:00:00-14:59:00","2019/07/27",1
"13:00:00-13:59:00","2019/07/28",1
"19:00:00-19:59:00","2019/07/28",0
"16:00:00-16:59:00","2019/08/08",1
"08:00:00-08:59:00","2019/08/15",1
"19:00:00-19:59:00","2019/08/14",1
"17:00:00-17:59:00","2019/08/29",1
"18:00:00-18:59:00","2019/10/06",0
"15:00:00-15:59:00","2019/12/03",0
"07:00:00-07:59:00","2019/12/18",1
"20:00:00-20:59:00","2019/05/05",1
"17:00:00-17:59:00","2019/05/21",1
"18:00:00-18:59:00","2019/05/27",0
"11:00:00-11:59:00","2019/05/31",1
"18:00:00-18:59:00","2019/06/06",1
"05:00:00-05:59:00","2019/07/10",0
"13:00:00-13:59:00","2019/08/15",0
"19:00:00-19:59:00","2019/08/25",0
"11:00:00-11:59:00","2019/09/09",0
"16:00:00-16:59:00","2019/09/12",1
"17:00:00-17:59:00","2019/09/15",0
"09:00:00-09:59:00","2019/10/11",1
"14:00:00-14:59:00","2019/10/23",0
"05:00:00-05:59:00","2019/11/06",1
"18:00:00-18:59:00","2019/11/25",1
"Non précisé","2019/12/29",1
"19:00:00-19:59:00","2019/03/21",1
"16:00:00-16:59:00","2019/04/03",1
"08:00:00-08:59:00","2019/05/09",1
"13:00:00-13:59:00","2019/05/11",1
"18:00:00-18:59:00","2019/06/07",0
"15:00:00-15:59:00","2019/06/16",1
"20:00:00-20:59:00","2019/06/24",1
"13:00:00-13:59:00","2019/07/23",1
"17:00:00-17:59:00","2019/08/16",0
"09:00:00-09:59:00","2019/09/06",1
"19:00:00-19:59:00","2019/09/09",1
"19:00:00-19:59:00","2019/09/26",0
"08:00:00-08:59:00","2019/09/30",1
"08:00:00-08:59:00","2019/10/09",0
"09:00:00-09:59:00","2019/10/11",1
"15:00:00-15:59:00","2019/10/15",1
"09:00:00-09:59:00","2019/10/29",0
"16:00:00-16:59:00","2019/10/30",6
"16:00:00-16:59:00","2019/11/05",1
"19:00:00-19:59:00","2019/04/04",0
"18:00:00-18:59:00","2019/07/18",1
"09:00:00-09:59:00","2019/07/19",1
"17:00:00-17:59:00","2019/08/14",1
"08:00:00-08:59:00","2019/08/21",1
"11:00:00-11:59:00","2019/08/28",1
"14:00:00-14:59:00","2019/09/12",1
"13:00:00-13:59:00","2019/09/14",1
"08:00:00-08:59:00","2019/11/05",1
"12:00:00-12:59:00","2019/11/08",1
"07:00:00-07:59:00","2019/03/12",0
"21:00:00-21:59:00","2019/05/01",1
"08:00:00-08:59:00","2019/05/07",1
"17:00:00-17:59:00","2019/05/22",1
"17:00:00-17:59:00","2019/05/25",0
"14:00:00-14:59:00","2019/06/04",0
"13:00:00-13:59:00","2019/06/11",1
"01:00:00-01:59:00","2019/07/03",1
"07:00:00-07:59:00","2019/07/04",1
"09:00:00-09:59:00","2019/07/04",0
"06:00:00-06:59:00","2019/07/05",1
"11:00:00-11:59:00","2019/07/06",1
"19:00:00-19:59:00","2019/07/10",0
"06:00:00-06:59:00","2019/07/15",1
"13:00:00-13:59:00","2019/07/15",1
"16:00:00-16:59:00","2019/07/24",1
"23:00:00-23:59:00","2019/07/30",1
"00:00:00-00:59:00","2019/07/30",1
"08:00:00-08:59:00","2019/08/13",1
"14:00:00-14:59:00","2019/08/20",0
"12:00:00-12:59:00","2019/08/23",1
"13:00:00-13:59:00","2019/08/27",0
"18:00:00-18:59:00","2019/08/30",1
"19:00:00-19:59:00","2019/08/30",0
"06:00:00-06:59:00","2019/09/03",1
"18:00:00-18:59:00","2019/09/06",1
"10:00:00-10:59:00","2019/09/07",1
"11:00:00-11:59:00","2019/09/08",1
"18:00:00-18:59:00","2019/09/08",1
"19:00:00-19:59:00","2019/09/15",1
"16:00:00-16:59:00","2019/09/17",1
"18:00:00-18:59:00","2019/09/20",1
"15:00:00-15:59:00","2019/09/22",1
"22:00:00-22:59:00","2019/09/22",1
"12:00:00-12:59:00","2019/09/25",1
"17:00:00-17:59:00","2019/10/02",1
"10:00:00-10:59:00","2019/10/03",1
"19:00:00-19:59:00","2019/10/03",1
"18:00:00-18:59:00","2019/10/09",1
"02:00:00-02:59:00","2019/10/12",0
"07:00:00-07:59:00","2019/11/05",1
"13:00:00-13:59:00","2019/11/13",0
"16:00:00-16:59:00","2019/01/06",1
"10:00:00-10:59:00","2019/02/11",1
"10:00:00-10:59:00","2019/02/20",1
"16:00:00-16:59:00","2019/03/16",1
"16:00:00-16:59:00","2019/03/27",0
"17:00:00-17:59:00","2019/04/03",1
"23:00:00-23:59:00","2019/04/15",1
"08:00:00-08:59:00","2019/04/24",1
"15:00:00-15:59:00","2019/04/29",0
"08:00:00-08:59:00","2019/05/01",1
"09:00:00-09:59:00","2019/05/01",1
"23:00:00-23:59:00","2019/05/11",1
"00:00:00-00:59:00","2019/05/12",0
"15:00:00-15:59:00","2019/05/20",0
"14:00:00-14:59:00","2019/05/26",0
"18:00:00-18:59:00","2019/05/26",1
"16:00:00-16:59:00","2019/05/28",1
"20:00:00-20:59:00","2019/06/02",1
"17:00:00-17:59:00","2019/06/06",0
"12:00:00-12:59:00","2019/06/08",1
"09:00:00-09:59:00","2019/06/10",0
"14:00:00-14:59:00","2019/06/10",1
"16:00:00-16:59:00","2019/06/09",1
"13:00:00-13:59:00","2019/06/17",1
"18:00:00-18:59:00","2019/06/11",0
"00:00:00-00:59:00","2019/06/18",1
"08:00:00-08:59:00","2019/06/18",1
"23:00:00-23:59:00","2019/06/23",1
"17:00:00-17:59:00","2019/06/29",1
"19:00:00-19:59:00","2019/07/01",0
"18:00:00-18:59:00","2019/07/04",0
"12:00:00-12:59:00","2019/07/05",1
"10:00:00-10:59:00","2019/07/03",1
"17:00:00-17:59:00","2019/07/08",0
"10:00:00-10:59:00","2019/07/10",1
"13:00:00-13:59:00","2019/07/11",0
"03:00:00-03:59:00","2019/07/12",0
"17:00:00-17:59:00","2019/07/10",0
"18:00:00-18:59:00","2019/07/19",1
"11:00:00-11:59:00","2019/07/22",1
"17:00:00-17:59:00","2019/07/22",1
"18:00:00-18:59:00","2019/07/22",1
"17:00:00-17:59:00","2019/07/23",1
"21:00:00-21:59:00","2019/07/24",1
"11:00:00-11:59:00","2019/08/01",0
"13:00:00-13:59:00","2019/08/01",1
"17:00:00-17:59:00","2019/08/01",1
"16:00:00-16:59:00","2019/08/02",0
"20:00:00-20:59:00","2019/08/05",1
"17:00:00-17:59:00","2019/08/09",1
"06:00:00-06:59:00","2019/08/14",1
"16:00:00-16:59:00","2019/08/15",1
"17:00:00-17:59:00","2019/08/18",1
"10:00:00-10:59:00","2019/08/20",0
"20:00:00-20:59:00","2019/08/21",0
"13:00:00-13:59:00","2019/08/23",0
"17:00:00-17:59:00","2019/08/25",0
"00:00:00-00:59:00","2019/08/27",0
"13:00:00-13:59:00","2019/08/27",1
"16:00:00-16:59:00","2019/08/27",1
"17:00:00-17:59:00","2019/08/28",1
"17:00:00-17:59:00","2019/08/29",1
"14:00:00-14:59:00","2019/09/03",1
"15:00:00-15:59:00","2019/09/05",0
"13:00:00-13:59:00","2019/09/06",1
"15:00:00-15:59:00","2019/09/07",1
"17:00:00-17:59:00","2019/09/07",0
"14:00:00-14:59:00","2019/09/11",0
"08:00:00-08:59:00","2019/09/12",1
"18:00:00-18:59:00","2019/09/13",0
"14:00:00-14:59:00","2019/09/16",1
"14:00:00-14:59:00","2019/09/16",1
"19:00:00-19:59:00","2019/09/12",1
"15:00:00-15:59:00","2019/09/17",1
"22:00:00-22:59:00","2019/09/18",1
"Non précisé","2019/09/19",1
"13:00:00-13:59:00","2019/09/20",1
"10:00:00-10:59:00","2019/09/25",0
"08:00:00-08:59:00","2019/09/25",1
"09:00:00-09:59:00","2019/10/01",0
"18:00:00-18:59:00","2019/10/06",1
"08:00:00-08:59:00","2019/10/08",1
"16:00:00-16:59:00","2019/10/08",1
"08:00:00-08:59:00","2019/10/09",1
"12:00:00-12:59:00","2019/10/09",1
"16:00:00-16:59:00","2019/10/09",0
"20:00:00-20:59:00","2019/10/11",1
"16:00:00-16:59:00","2019/10/09",1
"08:00:00-08:59:00","2019/10/17",1
"17:00:00-17:59:00","2019/10/18",1
"10:00:00-10:59:00","2019/10/22",0
"17:00:00-17:59:00","2019/10/23",1
"14:00:00-14:59:00","2019/10/24",1
"18:00:00-18:59:00","2019/10/24",1
"15:00:00-15:59:00","2019/11/05",1
"16:00:00-16:59:00","2019/11/05",1
"07:00:00-07:59:00","2019/11/07",1
"07:00:00-07:59:00","2019/11/08",1
"08:00:00-08:59:00","2019/11/08",0
"23:00:00-23:59:00","2019/11/15",0
"13:00:00-13:59:00","2019/12/03",1
"16:00:00-16:59:00","2019/04/07",1
"15:00:00-15:59:00","2019/04/24",1
"08:00:00-08:59:00","2019/06/06",1
"21:00:00-21:59:00","2019/06/17",0
"11:00:00-11:59:00","2019/07/12",0
"13:00:00-13:59:00","2019/07/24",1
"11:00:00-11:59:00","2019/07/27",0
"15:00:00-15:59:00","2019/08/09",1
"15:00:00-15:59:00","2019/08/21",1
"18:00:00-18:59:00","2019/09/19",1
"12:00:00-12:59:00","2019/09/27",0
"13:00:00-13:59:00","2019/10/11",1
"09:00:00-09:59:00","2019/10/15",1
"16:00:00-16:59:00","2019/12/13",0
"14:00:00-14:59:00","2019/03/24",1
"17:00:00-17:59:00","2019/04/04",1
"11:00:00-11:59:00","2019/06/02",1
"06:00:00-06:59:00","2019/07/26",1
"08:00:00-08:59:00","2019/08/22",1
"15:00:00-15:59:00","2019/08/24",1
"07:00:00-07:59:00","2019/09/16",1
"07:00:00-07:59:00","2019/09/19",0
"07:00:00-07:59:00","2019/10/12",0
"10:00:00-10:59:00","2019/01/16",1
"18:00:00-18:59:00","2019/04/30",1
"16:00:00-16:59:00","2019/05/13",1
"07:00:00-07:59:00","2019/05/17",1
"10:00:00-10:59:00","2019/05/27",1
"17:00:00-17:59:00","2019/06/01",1
"14:00:00-14:59:00","2019/05/31",1
"06:00:00-06:59:00","2019/06/19",0
"13:00:00-13:59:00","2019/07/01",2
"17:00:00-17:59:00","2019/07/09",1
"09:00:00-09:59:00","2019/07/12",1
"23:00:00-23:59:00","2019/07/17",1
"00:00:00-00:59:00","2019/07/20",1
"10:00:00-10:59:00","2019/07/25",1
"15:00:00-15:59:00","2019/08/03",1
"09:00:00-09:59:00","2019/08/05",1
"15:00:00-15:59:00","2019/08/26",1
"11:00:00-11:59:00","2019/08/28",1
"11:00:00-11:59:00","2019/09/09",1
"09:00:00-09:59:00","2019/09/14",1
"03:00:00-03:59:00","2019/09/14",1
"21:00:00-21:59:00","2019/09/22",0
"16:00:00-16:59:00","2019/10/11",1
"21:00:00-21:59:00","2019/10/16",1
"19:00:00-19:59:00","2019/10/02",0
"18:00:00-18:59:00","2019/11/04",1
"16:00:00-16:59:00","2019/05/01",1
"11:00:00-11:59:00","2019/07/02",1
"10:00:00-10:59:00","2019/08/10",1
"10:00:00-10:59:00","2019/08/16",1
"21:00:00-21:59:00","2019/08/26",1
"15:00:00-15:59:00","2019/08/27",0
"13:00:00-13:59:00","2019/09/15",0
"07:00:00-07:59:00","2019/06/12",1
"16:00:00-16:59:00","2019/07/05",1
"00:00:00-00:59:00","2019/08/19",1
"08:00:00-08:59:00","2019/09/05",1
"13:00:00-13:59:00","2019/10/11",1
"05:00:00-05:59:00","2019/10/29",1
"22:00:00-22:59:00","2019/04/03",1
"15:00:00-15:59:00","2019/06/05",1
"06:00:00-06:59:00","2019/06/28",1
"07:00:00-07:59:00","2019/07/09",0
"21:00:00-21:59:00","2019/07/17",1
"15:00:00-15:59:00","2019/07/22",1
"12:00:00-12:59:00","2019/08/08",1
"19:00:00-19:59:00","2019/07/09",0
"17:00:00-17:59:00","2019/09/12",1
"14:00:00-14:59:00","2019/09/18",1
"08:00:00-08:59:00","2019/09/19",1
"18:00:00-18:59:00","2019/09/22",1
"15:00:00-15:59:00","2019/10/03",1
"15:00:00-15:59:00","2019/10/11",1
"07:00:00-07:59:00","2019/11/07",0
"14:00:00-14:59:00","2019/04/17",1
"15:00:00-15:59:00","2019/04/30",1
"15:00:00-15:59:00","2019/05/12",1
"11:00:00-11:59:00","2019/06/06",0
"11:00:00-11:59:00","2019/07/17",1
"21:00:00-21:59:00","2019/08/01",0
"18:00:00-18:59:00","2019/08/12",0
"10:00:00-10:59:00","2019/10/15",1
"09:00:00-09:59:00","2019/10/18",0
"15:00:00-15:59:00","2019/10/24",0
"15:00:00-15:59:00","2019/03/21",0
"09:00:00-09:59:00","2019/05/22",1
"16:00:00-16:59:00","2019/06/27",1
"13:00:00-13:59:00","2019/08/19",1
"14:00:00-14:59:00","2019/09/01",1
"11:00:00-11:59:00","2019/09/17",1
"15:00:00-15:59:00","2019/10/11",1
"15:00:00-15:59:00","2019/10/13",1
"14:00:00-14:59:00","2019/12/03",1
