"CTNAME","PopTotal","HabKm2","PctFRev","TxChomage","PctImmigrant","PctImgRecent","PctMenage1pers","PctFamilleMono","PctLangueMaternelleFR","PctLangueMaternelleAN","PctLangueMaternelleAU"
"0222.00",3560,17899,17.416,11.437,57.104,9.337,35.57,22.826,13.699,12.633,73.516
"0223.01",3885,26862,12.484,15.341,60.966,13.185,29.392,24.227,11.48,12.172,76.349
"0223.02",3085,15805,14.749,17.014,59.33,12.281,31.933,24.359,12.238,11.364,76.399
"0224.00",5940,15690,16.414,15.768,55.086,7.328,35.908,22.145,13.411,12.331,74.167
"0225.00",1380,2120,16.667,6.548,32.89,2.99,37.795,22.222,53.558,6.367,40.075
"0226.00",3145,12849,10.016,5.569,20.292,4.058,42.32,18.987,77.011,4.433,18.391
"0227.00",1590,13716,8.491,4.369,15.741,3.704,39.744,13.58,80.456,4.235,15.635
"0228.00",1600,14177,17.5,3.349,18.712,3.067,41.509,16.049,76.282,5.449,18.269
"0230.00",1880,16336,10.638,6.324,22.812,2.918,41.579,16.667,74.451,6.044,19.231
"0231.00",1680,16238,6.548,3.463,17.251,4.386,45.143,19.048,74.847,7.055,17.791
"0232.00",3730,10236,10.858,6.667,20.568,3.383,48.058,14.211,71.806,7.778,20.417
"0233.00",2020,19448,10.644,5.904,23.697,4.976,53.017,16.471,69.845,7.216,22.938
"0234.00",2170,14536,16.129,8.547,33.01,5.825,55.02,14.444,64.455,4.502,31.043
"0235.00",1945,16669,8.483,5.396,17.143,3.117,43.478,17.204,81.627,4.724,13.648
"0236.00",1760,16350,12.5,9.607,18.611,3.889,48.691,18.75,76.453,3.779,19.767
"0237.00",3435,15755,8.588,5.882,18.246,3.253,40.805,16.763,81.409,3.148,15.592
"0238.00",2360,14472,8.898,8.581,20.896,5.33,44.033,15.517,77.391,3.261,19.348
"0239.00",4610,8507,11.063,10.072,34.292,10.619,50.905,18.75,65.819,4.425,29.867
"0240.00",3115,10129,17.014,13.871,39.512,6.829,45.955,29.252,55.987,4.045,39.968
"0241.00",2915,14150,11.321,8.28,40.44,5.245,41.418,30.282,49.094,4.348,46.558
"0242.00",6255,16888,13.03,10.898,38.689,8.153,42.786,25.51,54.362,4.027,41.695
"0243.00",3945,15482,11.407,9.524,44.302,10.499,36.842,24,51.535,4.005,44.326
"0244.00",2135,12154,11.241,8.949,22.299,6.897,42.857,23.364,76.585,3.171,20.244
"0245.00",2860,13023,10.839,7.859,26.481,5.749,48.397,17.518,73.561,4.676,21.763
"0247.00",2240,11601,7.589,5.724,16.968,4.072,47.034,14.563,82.339,5.505,12.385
"0249.00",4140,7811,15.942,8.145,30.817,4.703,49.065,22.727,63.106,3.975,32.919
"0250.00",4050,9035,14.444,10.256,39.277,6.265,41.316,24.02,55.67,3.995,40.335
"0251.01",3375,7107,32,13.174,45.317,7.855,37.255,27.528,43.598,4.421,51.982
"0251.02",2720,11512,11.765,13.287,50.269,13.465,40.081,25.926,36.576,2.918,60.7
"0252.00",5225,16058,12.919,11.553,47.56,11.675,36.703,25.681,42.813,3.08,54.209
"0253.00",3435,7498,10.48,12.5,48.212,11.016,34.256,25.424,40.37,4.622,54.854
"0254.00",4055,6606,13.933,10.723,44.166,8.908,40.327,25.98,45.609,4.325,50.066
"0256.00",3770,2046,12.202,14.972,52.738,8.79,30.375,33.673,34.274,3.808,61.918
"0257.00",4525,3403,14.586,15.222,51.717,6.652,27.108,33.333,29.277,4.096,66.506
"0258.00",5165,13055,8.035,17.284,52.338,13.532,22.161,34.457,35.654,3.165,61.181
"0259.00",5960,16080,10.235,17.1,52.768,13.926,30.388,36.364,40.633,2.986,56.38
"0260.00",2310,4261,11.905,14.414,53.88,11.752,23.952,32.773,38.747,3.48,57.541
"0261.00",2710,4306,14.391,15.849,50.738,9.963,31.308,32.857,35.882,3.922,60.196
"0262.00",4525,5894,14.475,14.318,55.498,9.44,27.326,33.333,31.116,3.919,64.846
"0263.00",4085,5431,18.972,12.022,46.803,6.996,35.673,29.717,37.042,6.152,56.675
"0264.01",5190,4239,26.493,7.598,22.156,3.693,35.408,20.548,74.376,3.455,22.169
"0264.02",4880,5350,16.906,9.8,26.537,4.816,49.035,22.266,67.627,4.369,28.103
"0265.00",4540,9396,13.326,7.011,25.055,5.629,41.761,21.834,70.295,4.195,25.51
"0266.00",3215,4268,17.418,9.487,30.521,7.055,46.429,22.222,65.645,3.871,30.323
"0267.00",6325,5619,15.257,10.031,49.762,7.698,33.959,22.388,31.102,7.966,60.847
"0268.01",6490,11168,26.194,10.287,56.489,15.725,45.933,16.871,35.425,5.083,59.492
"0268.02",5595,18481,11.349,10.185,63.234,17.344,29.002,19.333,23.985,5.029,70.986
"0269.00",4105,5320,11.084,16.21,46.191,14.148,44.675,24.873,54.463,4.14,41.527
"0270.00",4505,6636,14.317,5.743,28.924,9.641,50.52,17.674,69.77,3.678,26.552
"0271.00",3430,7177,15.889,7.656,17.476,4.022,38.39,19.149,78.176,2.691,18.984
"0272.00",3790,7515,14.908,10.023,36.985,9.665,42.818,23.438,66.111,2.639,31.389
"0273.00",4410,7747,25.51,9.862,38.426,7.407,47.153,24.091,57.692,4.072,38.235
"0274.00",3010,6281,19.934,9.123,42.275,6.452,39.114,25.316,45.664,5.487,48.673
"0275.00",3985,6421,17.691,9.286,35.272,9.282,47.619,22.613,65.405,2.872,31.723
"0276.00",5060,5709,16.008,10.662,32.905,9.783,47.233,23.81,70.643,3.008,26.349
"0277.00",3760,6724,31.25,10.486,33.641,13.984,49.612,24.022,67.822,3.19,28.849
"0278.00",4345,7371,14.039,7.563,25.29,8.237,43.095,20.276,77.327,1.909,20.644
"0279.00",4665,4971,38.478,10.699,23.89,7.082,52.2,16.143,77.044,2.167,20.69
"0280.00",4485,7596,13.378,9.725,33.637,11.859,43.165,17.333,67.911,3.967,28.238
"0281.00",3135,2890,26.156,5.099,19.213,5.354,38.832,14.62,81.413,2.765,15.668
"0282.00",6485,4927,22.822,9.81,48.419,12.413,36.679,20.896,45.238,5.008,49.754
"0283.01",3570,5869,27.871,8.841,54.521,7.26,25.092,17.073,18.502,9.545,71.806
"0283.02",2850,6072,22.807,12,53.532,10.409,34.855,19.355,25.235,7.721,66.855
"0284.00",3470,5961,23.199,11.421,45.134,7.757,41.026,14.444,37.231,6.923,55.846
"0285.00",5730,3795,28.36,9.945,46.859,12.565,31.416,20.333,45.811,7.843,46.346
"0286.00",5305,6706,11.593,14.024,57.642,16.226,29.517,19.557,31.32,10.44,58.342
"0287.01",6600,12302,9.621,13.761,57.154,20.439,46.809,23.906,41.399,7.637,51.045
"0287.02",4525,4089,22.652,9.179,46.797,6.298,31.322,17.227,34.647,9.849,55.388
"0288.00",1255,665,35.458,5,33.051,0.847,11.25,10.811,35.565,13.808,50.628
"0290.01",2650,2201,15.283,5.842,32.302,2.321,24.5,18.792,31.537,13.373,55.09
"0290.02",5725,3182,19.127,7.553,36.014,1.661,23.543,22.189,25.253,14.194,60.369
"0290.03",4170,6527,17.266,8.216,40.496,5.313,28.53,29.63,41.613,8.579,49.936
"0290.04",6890,2432,13.643,7.973,32.898,2.542,19.427,24.872,42.967,11.914,45.273
"0290.05",4725,2128,43.704,10.294,30.159,1.587,44.28,22.179,61.269,6.127,32.495
"0290.06",5375,5999,20.093,8.696,45.345,3.538,20.655,23.718,35.242,9.082,55.577
"0290.07",4120,7072,15.413,7.092,37.253,4.307,26.433,25.431,35.567,12.629,51.675
"0290.08",4020,3562,19.154,6.747,33.636,2.468,19.398,18.443,45.347,10.092,44.299
"0290.09",4900,4407,18.673,6.967,36.939,1.327,20.798,26.241,38.121,10.259,51.62
"0291.01",3915,3988,13.665,7.801,35.09,3.599,22.344,21.296,52.115,9.141,38.881
"0291.03",5285,755,7.947,5.107,22.042,2.29,14.566,16.118,54.734,12.525,32.742
"0291.04",4740,1479,7.068,6.475,26.653,1.889,9.524,14.498,43.965,15.282,40.753
"0300.00",2230,4318,28.7,9.881,25.408,9.557,51.587,18.269,59.639,13.655,26.707
"0301.00",4875,11627,14.256,8.764,27.447,5.752,46.286,16.116,59.405,14.346,26.142
"0302.00",2915,14134,7.719,8,20.883,7.64,45.603,19.565,64.789,16.725,18.31
"0303.00",2285,8672,9.847,6.538,20.843,4.213,47.6,25.688,64.84,17.808,17.352
"0304.00",3210,11845,16.355,7.799,28.076,11.041,49.57,20.755,61.75,15.721,22.528
"0305.00",3740,10667,13.503,8.909,28.287,10.757,48.681,15.957,60.494,14.54,24.966
"0306.00",2845,12760,12.654,7.372,17.668,8.379,42.951,25.517,68.488,17.304,14.026
"0307.00",3070,17683,8.143,11.529,18.571,7.143,39.936,28.289,62.248,20.638,17.114
"0308.00",2690,15468,8.55,7.647,12.165,3.936,37.778,27.857,67.625,19.54,12.835
"0309.00",1360,7296,13.603,5.882,14.76,3.321,33.871,24.051,68.657,19.403,11.94
"0310.00",3390,7920,12.684,5.181,10.21,3.003,37.188,20.879,67.431,23.394,9.327
"0311.00",3785,10591,18.362,9.007,13.061,3.166,46.287,26.738,66.942,23.829,9.366
"0312.00",3240,10566,17.284,7.331,9.752,1.703,43.827,23.03,72.54,19.365,7.778
"0313.00",3245,8162,16.795,6.831,12.21,3.246,35.197,22.826,61.807,29.635,8.716
"0314.00",2430,9440,18.519,6.716,10.794,1.426,37.931,22.464,60.797,28.092,11.321
"0316.00",2040,3582,21.569,4.184,10.591,1.97,27.647,11.765,69.347,20.352,10.05
"0317.02",7655,5889,27.694,9.738,39.644,11.544,42.268,13.103,51.155,9.511,39.334
"0317.03",4350,5290,18.046,6.796,32.24,5.656,41.149,14.683,64.846,8.789,26.366
"0317.04",7975,4766,18.495,8.95,41.442,14.608,34.868,11.816,49.806,10.155,40.039
"0320.00",4670,6894,17.559,9.145,19.412,3.882,36.385,22.656,57.93,23.458,18.612
"0321.00",2900,2664,13.448,10,20.641,2.669,39.711,27.097,58.169,24.776,17.056
"0322.02",3815,4915,18.48,7.018,25.733,4.4,34.731,19.139,47.534,25.068,27.26
"0322.03",4740,6290,25.738,9.39,25.514,5.189,43.644,23.6,37.874,32.115,30.122
"0322.04",2815,6173,46.359,5.535,30.375,2.048,43.273,16.447,36.851,27.471,36.013
"0323.00",2510,4029,29.084,7.664,23.346,4.864,40.756,21.805,60.455,17.598,21.946
"0324.01",4825,6996,16.477,12.903,40.309,12.99,37.089,25.292,39.344,25.464,35.082
"0324.02",2790,4155,15.233,12.681,40.975,7.401,31.878,22.819,29.602,37.571,32.827
"0325.01",3715,9426,18.843,12.034,45.908,7.628,26.117,27.014,25.811,35.966,38.364
"0325.02",6470,6627,19.938,9.416,40.495,11.283,34.539,26.239,29.213,31.541,39.246
"0325.03",3700,7926,20,12.216,41.883,5.184,30.565,25.728,24.352,31.556,44.092
"0325.05",6485,7103,27.525,10.015,46.415,9.098,37.171,17.297,31.194,17.164,51.642
"0325.06",4225,5460,20,9.422,35.253,7.873,35.844,15.768,34.158,21.287,44.678
"0326.01",2825,1113,17.168,10.294,40.301,5.853,29.646,24.841,25.933,33.582,40.485
"0326.02",3385,3116,15.214,11.141,40.851,10.213,39.49,25.568,45.568,24.728,29.86
"0326.03",4965,3764,16.717,10.928,42.5,8.229,27.559,26.199,22.139,29.412,48.342
"0327.00",4710,4319,15.287,10.547,32.911,7.806,36.627,23.506,43.709,24.503,31.788
"0328.00",1940,4384,11.856,20,50.653,12.533,35.625,37.113,24.518,20.661,55.096
"0329.00",3670,5835,12.534,9.572,32.555,7.005,41.176,24.352,50.215,24.75,25.036
"0330.00",5230,2542,11.472,12.066,27.125,4.489,37.684,28.309,46.393,30.361,23.347
"0340.00",5045,3687,16.947,5.72,23.588,2.874,19.459,13.851,19.067,60.207,20.725
"0350.00",2265,4049,31.567,9.302,26.269,5.077,42.857,17.699,23.256,49.07,27.907
"0351.00",4985,10816,37.212,8.274,35.181,7.359,49.355,17.121,19.068,51.801,29.025
"0352.00",2865,5867,30.89,6.028,34.965,9.615,40.221,18.831,19.237,49.74,30.849
"0353.00",2995,7232,18.531,3.679,19.016,3.115,24.464,16.168,22.822,59.582,17.77
"0354.00",3090,3813,15.858,2.97,16.447,1.48,13,9.77,24.415,59.699,15.886
"0355.00",1565,5093,23.962,5.233,23.511,5.016,32.09,12.791,29.667,51.667,18
"0356.00",2015,2006,19.107,5.116,23.691,4.738,10,9.402,23.077,52.308,24.615
"0360.00",1845,1295,20.596,3.723,17.213,2.459,13.71,9.434,73.867,10.667,15.467
"0361.00",1340,11908,26.119,8.73,33.984,10.547,45.522,15.625,68.605,5.814,25.194
"0362.00",2330,4442,18.24,3.704,17.256,3.742,23.952,12.295,64.348,11.522,24.13
"0363.00",4910,13230,21.385,6.608,24.644,4.582,42.41,11.161,44.281,17.209,38.615
"0364.00",3115,13310,5.618,9.677,18.586,3.618,26.425,14.876,24.5,20.667,54.833
"0365.00",3075,12398,12.033,9.329,24.96,5.564,33.992,21.569,56.271,13.729,29.831
"0366.00",2575,7267,15.728,5.102,27.495,4.708,29.557,17.647,71.486,11.245,17.068
"0367.00",4030,7360,26.923,4.018,32.278,7.595,31.884,22.973,74.052,9.716,16.232
"0370.00",6965,3880,17.947,5.511,28.428,4.235,21.01,12.368,18.731,58.955,22.239
"0380.00",4060,5306,28.448,9.091,40.98,7.646,38.056,17.273,14.508,47.927,37.565
"0381.00",5880,9992,22.364,11.213,61.257,20.221,33.535,20.952,9.565,29.043,61.478
"0382.01",3650,6282,34.247,8.088,41.135,6.95,32.526,12.371,30.506,39.398,30.096
"0382.02",4440,2843,18.356,5.479,40.183,5.137,16.271,13.008,27.091,43.463,29.564
"0383.01",2850,1652,34.561,11.232,40.722,3.952,27.751,15.789,27.726,42.144,30.129
"0383.02",8000,5312,37.188,9.064,42.349,7.308,39.662,14.066,19.844,47.105,32.986
"0385.00",1520,40958,41.776,7.843,39.604,7.261,54.737,21.25,14.041,50,35.616
"0390.00",1160,1130,14.655,4.167,12.033,1.245,49.194,29.825,72.414,17.672,9.483
"0391.00",1555,4906,23.473,10.795,13.174,1.198,49.398,23.684,72.185,17.219,11.258
"0392.00",1370,3129,22.993,11.184,19.531,4.688,48.299,22.535,71.875,15.625,12.5
"0393.00",6730,6457,13.522,8.367,20.267,4.083,39.498,26.446,62.846,18.077,19.154
"0394.00",3690,2745,13.279,7.674,18.094,4.42,42.246,28.866,67.133,17.762,15.105
"0395.01",2475,324,19.192,26.882,31.717,9.899,42.202,51.695,48.734,27.637,23.629
"0395.02",5995,8711,21.685,10.296,32.027,7.59,42.679,24.516,46.638,23.879,29.483
"0395.03",4580,7457,16.048,8.772,24.973,6.325,46.695,22.363,51.646,23.61,24.631
"0396.00",5675,3877,30.485,5.949,18.166,3.175,36.614,18.065,55.556,27.911,16.622
"0397.00",4035,3402,15.613,5.734,15.489,0.62,21.452,11.392,58.621,26.437,14.815
"0400.00",5235,3798,16.523,5.606,32.916,5.486,22.727,16.832,51.707,16.867,31.526
"0401.00",3115,3216,19.262,5.882,27.981,3.975,29.918,14.881,49.58,21.849,28.571
"0402.00",1685,691,16.024,5.789,46.884,12.166,32.857,16.129,27.445,20.189,52.681
"0403.00",5050,3834,19.109,6.875,36.436,7.822,19.83,12.5,42.728,22.267,34.905
"0404.00",4780,3337,24.268,6.962,36.088,7.218,22.222,13.158,46.703,17.363,36.044
"0410.01",5535,6354,18.067,10.983,50.316,8.401,25.542,19.269,30.176,12.207,57.52
"0410.02",5460,7152,38.37,9.977,61.581,14.522,42.007,17.726,34.023,8.281,57.786
"0410.03",1905,863,13.386,13.043,56.104,13.766,17.46,26.214,34.54,16.713,48.747
"0412.00",7115,4736,17.639,10.644,52.706,8.011,26.335,17.857,29.471,16.365,54.236
"0413.01",3865,4785,25.614,7.552,48.101,1.519,19.203,13.596,31.593,26.923,41.484
"0413.02",3800,4713,13.421,11.749,59.543,14.247,30,22.613,27.881,20.484,51.636
"0415.03",4195,16430,23.6,7.692,59.584,12.125,38.482,17.544,18.912,21.891,59.326
"0415.04",4640,9726,22.091,10.968,58.377,12.645,36.111,22.177,22.222,21.202,56.463
"0415.05",7815,718,9.149,3.868,37.94,5.182,23.457,11.724,28.727,19.129,52.212
"0415.06",7675,427,6.254,5.902,36.364,4.916,23.549,13.258,36.813,17.857,45.33
"0416.01",4050,4748,24.444,10.183,51.066,3.388,16.961,13.866,26.667,12.549,60.915
"0416.02",3070,2953,16.612,9.428,47.209,5.423,22.43,20,26.644,13.322,59.862
"0417.01",4775,7149,13.717,9.756,53.027,8.038,27.809,17.787,24.467,12.121,63.3
"0417.02",2860,7919,5.944,15.447,62.917,24.253,16,27.143,25.475,13.308,61.217
"0418.00",5905,4535,13.802,11.339,46.525,10.678,34.971,20.915,40.698,13.059,46.154
"0419.00",4745,12526,7.587,13.825,66.596,28.556,22.424,25.424,31.669,13.167,55.278
"0420.00",4690,5629,27.292,6.834,45.736,6.397,23.977,16.602,35.52,14.367,50
"0421.01",7795,18797,10.199,16.717,67.864,24.054,32.149,20.312,24.616,5.788,69.665
"0421.02",7505,13472,12.325,16.048,65.29,20.919,29.137,20.21,24.43,7.947,67.623
"0430.00",6450,3273,19.612,5.978,24.127,4.189,48.458,18.919,37.371,37.291,25.418
"0431.00",5405,2460,20.814,8.163,30.99,4.718,34.746,18.729,26.763,42.415,30.821
"0432.00",3155,2419,23.93,4.63,21.182,1.806,24.096,13.441,31.675,49.751,18.574
"0433.00",3565,231,16.129,4.515,25.578,1.769,23.827,17.476,25.146,51.608,23.392
"0450.00",7030,1870,30.725,5.735,20.824,2.132,35.913,13.827,29.08,53.858,16.988
"0451.00",6710,2018,20.045,4.507,22.653,1.118,30.853,14.854,21.522,59.108,19.293
"0452.00",6410,2031,33.229,7.078,29.384,6.391,32.477,20.222,21.72,53.79,24.563
"0453.01",5210,2638,15.739,6.441,23.121,2.284,18.063,14.148,20.299,55.224,24.478
"0453.02",4700,702,21.809,8.103,40,3.011,26.211,12.167,17.381,38.488,44.131
"0460.00",5300,1480,19.623,5.97,22.453,1.981,13.821,10.658,27.361,52.97,19.572
"0461.00",2860,1524,21.503,6.397,20.732,1.742,14.976,9.827,25.801,53.915,20.285
"0462.01",5040,2117,19.643,5.202,27.183,3.274,20.106,12.375,23.093,54.845,21.959
"0462.02",5825,1829,15.279,5.591,21.717,2.403,11.842,11.677,21.39,58.111,20.41
"0470.01",6955,1980,22.574,6.771,27.122,1.295,18.713,14.868,19.682,48.524,31.718
"0470.03",5155,2127,9.117,5.537,23.957,3.492,6.646,8.725,22.029,43.955,33.914
"0470.04",3645,2315,17.01,6.061,34.022,3.857,9.877,11.947,21.512,38.953,39.535
"0470.05",4180,1971,15.311,4.605,32.936,3.103,7.17,9.127,19.798,37.579,42.623
"0480.00",3715,616,24.63,6.983,25.841,3.23,15.356,8.929,22.541,54.508,22.814
"0490.00",2415,3508,18.634,11.232,13.655,3.614,46.667,21.622,36.266,44.85,19.099
"0491.00",2055,210,23.601,4.981,17.468,3.038,12.5,10,34.856,44.231,21.154
"0500.00",920,122,23.913,3.297,26.087,4.891,17.143,10.526,35.26,49.711,15.607
"0511.01",3195,2194,17.84,7.08,34.928,2.552,21.368,17.021,39.291,19.002,41.707
"0511.02",6205,4025,11.12,10.081,52.233,12.52,27.273,24.233,33.275,17.202,49.522
"0512.02",4385,2994,23.261,8.628,36.133,5.524,29.462,14.228,31.629,31.748,36.385
"0512.03",2505,3653,21.756,7.812,39.571,5.653,49.808,18.548,27.883,26.625,45.283
"0512.04",6650,3758,14.361,8.708,42.577,5.275,24.224,19.565,26.672,33.924,39.323
"0513.01",5215,4805,15.244,7.734,47.843,6.52,22.438,19.097,21.923,26.474,51.603
"0513.02",4225,3386,18.225,8.959,45.142,8.057,34.218,19.731,18.79,36.68,44.659
"0514.01",6930,3496,18.038,6.395,36.41,5.335,28.261,18.414,24.54,39.877,35.583
"0514.02",6235,3326,13.312,6.581,39.134,7.057,16.972,17.08,23.097,34.902,42.002
"0515.01",5920,650,8.446,6.577,36.902,4.352,15.897,13.174,27.322,30.839,41.93
"0515.02",4490,4818,8.241,8.712,37.513,6.324,17.881,18.8,25.592,32.82,41.588
"0515.03",3330,3446,12.613,8.521,38.947,6.466,18.376,15.464,24.013,36.809,39.336
"0515.04",3645,4368,12.757,8.168,38.219,10.137,18.992,19.231,28.213,33.53,38.405
"0520.02",7070,4364,17.185,8.907,47.205,1.84,19.388,21.535,18.294,32.975,48.732
"0520.03",3655,2462,16.826,7.945,49.723,5.125,21.012,19.617,15.317,29.897,54.639
"0520.04",4535,4279,16.097,9.221,48.799,7.533,28.242,21.457,15.485,32.151,52.364
"0521.01",4820,5734,17.842,7.13,38.256,4.615,28.796,23.985,14.686,46.637,38.677
"0521.04",4975,3549,18.794,6.679,31.073,1.923,16.905,12.371,16.876,51.258,31.866
"0521.05",4775,3546,14.764,7.646,31.038,2.331,14.286,10.465,14.551,49.781,35.667
"0521.06",5030,2298,21.869,5.039,33.66,1.963,21.622,11.186,14.603,48.36,37.037
"0521.07",3910,1900,26.854,5.486,39.323,1.693,10.317,11.739,19.421,41.185,39.394
"0522.01",3555,2902,21.941,8.639,36.477,3.329,20.455,11.374,18.209,45.373,36.567
"0522.02",3485,3207,24.821,4.835,38.865,5.531,25.362,14.851,19.97,42.027,38.152
"0523.00",2455,3219,18.126,4.651,41.483,2.004,12.346,10.49,18.478,41.957,39.783
"0530.00",5910,2662,17.09,7.026,34.576,2.034,18.632,16.332,34.775,28.198,37.027
"0540.00",3395,3892,25.184,11.08,33.532,12.221,45.536,29.885,40.708,31.268,28.171
"0550.02",3210,240,16.355,6.216,27.074,2.347,23.413,15.183,53.583,22.801,23.453
"0550.03",6400,1275,15.234,5.695,24.282,1.939,14.645,10.933,53.681,22.25,24.069
"0550.04",4780,1080,14.435,5.376,19.227,0.418,19.391,14.286,54.367,21.507,24.017
"0570.00",3715,303,13.997,7.824,8.883,1.48,37.176,30.5,87.534,3.973,8.356
"0580.01",4125,3519,16,6.438,11.256,1.422,30.749,23.554,86.148,2.43,11.543
"0580.02",3225,4005,9.612,3.874,14.884,1.395,38.801,25.789,86.349,1.905,11.746
"0580.03",3785,3502,15.324,3.972,7.398,0.528,23.077,16.878,91.363,1.08,7.557
"0581.01",5085,3870,24.287,7.79,15.437,0.971,23.821,24.172,86.194,1.959,11.94
"0581.02",3490,5216,14.47,8.596,14.015,2.044,32.026,29.442,84.831,1.767,13.402
