"CTNAME","PopTotal","HabKm2","PctFRev","TxChomage","PctImmigrant","PctImgRecent","PctMenage1pers","PctFamilleMono","PctLangueMaternelleFR","PctLangueMaternelleAN","PctLangueMaternelleAU"
"0582.01",6160,5322,24.107,7.221,11.769,3.247,39.57,24.128,88.567,2.071,9.362
"0582.02",5890,4657,19.27,8.644,14.628,1.967,33.647,24.852,85.469,2.666,11.866
"0583.00",3130,4226,18.85,6.158,15.276,3.15,30.534,23.497,83.47,2.946,13.748
"0584.00",6800,4251,19.265,6.479,10.956,1.25,38.665,26.882,88.412,2.333,9.18
"0585.01",1995,574,10.276,4,10.565,0.737,17.647,15.447,87.277,2.036,10.687
"0585.02",3620,645,31.768,6.928,9.943,1.136,37.5,21.675,89.079,2.105,8.684
"0590.01",5310,3552,16.29,9.04,31.297,6.861,32.045,25.172,69.813,2.557,27.729
"0590.02",3325,11082,10.977,13.49,40.03,15.71,32.971,30.286,61.987,2.524,35.489
"0591.01",2635,5409,16.698,8.136,31.676,6.077,30.189,15.972,67.969,2.93,29.102
"0591.02",4040,5898,18.812,7.317,33.207,8.46,29.483,17.778,64.817,4.666,30.391
"0592.00",7415,7743,16.521,10.519,38.679,9.434,34.747,21.574,58.68,3.945,37.303
"0593.01",4425,4246,68.927,8.451,24.11,1.493,53.069,10.569,73.69,3.669,22.642
"0593.02",4540,9359,19.273,12.018,33.587,8.152,37.879,23.207,61.547,4.103,34.467
"0594.01",2695,6735,19.295,12.088,42.066,10.332,44.737,27.338,54.672,4.175,41.352
"0594.02",7325,914,25.529,8.287,29.898,5.734,36.148,17.831,58.128,5.982,35.89
"0600.01",3935,5313,19.187,11.799,50.499,10.224,28.435,20.091,32.41,7.479,60.249
"0600.02",4140,10027,15.7,14.398,53.875,17.712,35.38,22.381,36.794,6.307,56.899
"0600.03",5670,8137,37.39,13.018,53.751,12.092,34.568,22.006,35.069,6.076,58.854
"0601.01",3285,10231,19.787,11.184,47.45,6.646,30.268,19.886,31.158,7.015,61.827
"0601.02",4460,10435,15.807,10.185,52.159,14.286,37.783,21.304,38.415,5.282,56.423
"0602.01",3795,7038,27.273,12.104,45.431,7.572,33.233,19.444,31.735,8.886,59.379
"0602.02",2870,4665,16.899,14.885,52.028,15.873,32.189,21.192,34.566,6.47,58.78
"0603.01",3500,6571,20.143,12.342,54.805,13.363,28.72,22.5,30.344,6.129,63.528
"0603.02",3895,6239,30.039,11.404,46.194,5.643,34.328,23.832,31.688,9.091,59.221
"0603.03",3530,9923,13.456,9.798,52.762,14.917,24.314,23.529,31.902,6.288,61.963
"0604.01",3230,3462,21.207,6.548,37.481,3.898,17.621,13.978,27.805,14.797,57.561
"0604.02",4490,13177,16.147,9.832,53.364,10.034,27.429,23.6,30.881,7.117,62.123
"0604.03",3040,6140,21.546,8.929,50.16,9.265,26.971,21.637,27.065,8.084,64.851
"0604.04",3470,4566,15.85,10.606,49.498,11.191,26.493,22.959,29.705,9.02,61.275
"0604.05",5225,8860,12.919,10.097,43.75,8.203,21.984,19.931,30.999,9.166,59.835
"0605.01",3485,2581,25.251,8.464,46.11,5.476,39.748,23.529,32.777,7.132,60.091
"0605.02",1995,3452,26.316,6.599,41.262,0.971,18.493,10.924,24.282,13.838,61.88
"0605.03",5895,5721,16.115,13.144,45.717,8.906,29.936,21.875,31.502,8.608,59.89
"0605.04",4910,3101,17.413,11.181,43.492,7.541,26.632,21.455,35.165,8.901,55.934
"0605.05",2170,3779,21.429,11.312,47.246,9.322,25.444,18.4,32.02,8.867,59.113
"0610.01",4535,4857,15.215,13.971,41.062,9.101,35.969,34.322,49.355,4.455,46.19
"0610.02",4450,9640,20.225,7.843,45.444,7.111,29.178,28.099,45.029,5.263,49.708
"0610.03",4990,6353,33.968,10.67,36.032,4.858,36.364,23.881,55.255,5.706,38.939
"0610.04",3625,18635,11.448,13.565,35.021,11.218,36.335,44.681,58.926,3.919,37.3
"0610.05",4405,11442,9.194,18.132,41.572,11.959,34.896,48.444,59.277,3.373,37.229
"0610.06",2745,8006,14.572,12.23,48.282,11.573,29.577,34.028,44.423,3.97,51.607
"0610.07",3290,5979,54.711,15.175,36.196,7.822,43.21,42.604,65.288,2.506,32.206
"0611.01",2820,3962,16.667,10.687,45.073,6.387,31.416,31.169,49.06,3.947,46.805
"0611.02",5530,9798,13.743,10.832,44.394,10.759,30.963,27.719,46.667,4.058,49.179
"0612.00",4630,6202,13.067,12.273,46.081,9.322,32.258,29.583,48.608,3.712,47.796
"0613.00",7285,7356,14.894,14.056,48.868,11.599,32.582,25.203,40.261,3.765,55.902
"0614.00",3440,7739,16.57,12,36.834,8.876,43.038,25.882,54.923,4,41.077
"0615.00",5545,9904,13.616,15,44.037,10.917,31.663,29.21,47.241,3.485,49.468
"0616.00",6415,8500,15.511,14.238,47.077,11.146,33.075,33.739,50.965,2.974,46.141
"0617.01",5415,5987,18.929,11.111,43.635,8.118,30.162,22.526,45.508,5.133,49.358
"0617.02",3905,5942,16.005,9.769,32.166,3.891,34.663,27.317,59.14,5.242,35.618
"0618.00",3335,6627,22.789,9.034,36.632,10.487,47.077,27.5,63.396,3.894,32.71
"0619.00",5250,9177,44.952,10.9,32.455,9.878,60.359,21.778,65.823,2.434,31.743
"0625.01",5915,1154,15.554,8.163,21.613,1.413,18.267,19.771,74.058,3.33,22.612
"0625.02",7540,3776,10.279,6.273,30.305,2.122,15.294,19.31,67.133,3.287,29.58
"0626.00",7180,678,10.515,6.943,24.304,1.811,19.246,17.317,62.064,7.703,30.233
"0627.00",5820,1133,28.436,6.891,17.025,2.923,39.305,23.438,78.314,3.424,18.262
"0628.01",4720,2676,17.161,8.142,20.616,2.125,28.535,23.358,68.818,5.252,25.93
"0628.02",3735,4574,15.261,6.888,25.433,5.859,31.013,23.364,69.134,5.168,25.698
"0629.00",3425,2887,22.628,6.322,27.047,0.877,22.556,14.634,61.633,6.934,31.433
"0630.01",3690,3060,21.545,4.615,29.364,1.894,14.176,12.108,58.051,6.073,35.876
"0630.02",5020,2272,28.486,4.389,19.403,0.398,19.792,11.974,64.037,8.709,27.254
"0631.00",7765,310,8.113,5.711,21.364,1.287,13.609,10.204,31.686,19.702,48.544
"0632.01",4950,3261,21.818,6.517,25.429,2.321,25.126,17.065,66.103,6.23,27.666
"0632.02",4810,2412,16.528,5.566,25.806,1.873,25.132,20.714,65.912,4.423,29.666
"0632.03",4620,1099,46.429,7.034,26.111,2.275,24.796,13.869,62.272,9.107,28.621
"0632.04",7160,3773,15.154,5.847,21.788,2.025,31.063,17.805,62.019,8.642,29.412
"0633.00",4850,2970,31.546,6.513,23.505,2.99,27.628,15.932,68.88,5.394,25.726
"0634.00",2965,3626,18.044,7.443,24.034,2.185,30.677,18.452,71.204,4.014,24.782
"0635.00",4570,4402,37.199,9.553,27.741,5.263,38.967,22.222,75.772,2.526,21.609
"0636.00",7240,3244,12.983,10.519,26.865,6.285,31.034,29.353,70.165,2.804,27.031
"0637.01",4980,3135,19.177,7.356,36.737,3.604,21.164,18.519,57.962,5.096,36.943
"0637.02",4215,2978,12.811,8.451,28.333,4.643,44.34,26.339,67.742,3.846,28.288
"0638.01",5510,6011,18.603,7.55,30.672,5.445,35.63,18.092,63.902,3.959,32.045
"0638.02",2100,4678,18.81,4.444,27.928,4.73,28.402,17.5,60.199,3.731,35.821
"0638.03",4285,6320,15.636,5.841,33.534,6.611,33.242,21.739,62.393,3.541,34.066
"0638.04",6330,7695,12.164,10.688,33.307,9.471,40.5,28.135,61.654,4.261,34.085
"0639.00",3565,2668,29.173,9.358,31.701,10.204,40.294,18.325,71.156,2.449,26.531
"0640.00",3830,4807,21.54,6.219,30.552,4.493,39.474,22.5,65.831,3.958,30.211
"0641.01",7575,5573,25.215,9.183,29.835,8.449,40.027,21.836,69.474,3.653,26.873
"0641.02",3425,2673,15.036,6.444,31.231,5.856,37.54,12.366,63.804,4.908,31.442
"0642.00",7300,758,16.37,10.395,33.265,5.407,32.401,21,56.944,6.067,37.061
"0643.01",5430,1711,9.484,4.466,29.338,2.683,18.182,10.032,46.979,11.209,41.91
"0643.02",6470,1771,36.553,7.358,31.671,8.551,47.479,14.247,60.449,6.502,33.05
"0643.03",5565,3591,16.352,12.329,40.611,9.524,36.345,23.333,43.503,8.662,47.738
"0644.00",1215,818,18.519,7.143,38.667,5.333,31,16.176,51.304,8.696,40
"0645.00",4820,3156,60.477,11.646,37.72,8.187,48.069,21.186,61.538,6.255,32.291
"0646.01",3510,6761,16.809,15.19,50.619,14.443,35.294,28.249,38.508,7.306,54.033
"0646.02",3820,6072,19.895,11.628,45.047,8.955,31.21,23.832,37.151,9.777,52.933
"0646.03",3445,6928,29.608,8.525,39.246,10.196,47.041,18.605,52.338,7.089,40.573
"0647.01",3000,9873,58.833,7.042,22.132,1.939,52.66,8.046,71.256,7.745,20.998
"0647.02",6980,4321,32.808,10.518,43.759,7.039,38.328,17.277,44.051,8.358,47.515
"0648.00",5225,4616,20.766,10.4,52.745,5.588,22.46,18.43,18.763,14.807,66.531
"0649.01",2630,1799,20.342,9.89,52.134,5.38,21.875,17.105,21.837,13.469,64.49
"0649.02",5435,4200,22.079,8.286,51.862,4.19,19.797,19.497,15.475,16.063,68.462
"0650.01",4470,5836,23.043,8.537,46.879,4.358,21.184,17.969,11.405,19.688,68.788
"0650.02",4035,5537,18.463,10.881,53.991,11.737,24.055,18.919,21.438,12.65,65.779
"0650.04",6760,3797,9.246,8.911,36.318,6.397,26.554,18.635,34.488,15.512,50.079
"0650.05",4030,4637,19.975,7.317,41.545,2.929,22.184,16.814,26.954,12.264,60.647
"0651.01",6310,2924,16.878,7.638,45.519,3.489,19.822,16.12,34.651,9.504,55.929
"0651.02",7655,1509,8.622,5.645,41.476,3.07,14.463,11.395,31.346,12.412,56.171
"0652.01",8030,2675,16.812,4.171,26.725,1.631,18.389,12.848,49.094,13.454,37.451
"0652.04",4250,3345,16,4.918,25.233,2.209,17.974,14.625,62.099,8.889,29.012
"0652.06",4035,1829,7.931,6.092,23.153,1.724,18.151,15.126,67.871,9.548,22.581
"0652.07",8870,922,9.921,5.714,25.817,1.973,15.702,11.891,54.352,11.249,34.399
"0652.08",5115,3445,6.549,5.743,32.182,4.344,13.166,10.954,38.906,14.964,46.233
"0652.09",4265,4111,7.151,5.894,41.57,3.002,12.791,12.34,26.23,13.745,60.025
"0653.00",950,1621,20.526,2.02,16.41,0,16.667,9.836,80.645,12.366,7.527
"0654.00",745,440,20.134,4.11,22.047,1.575,16.981,6.977,75.694,9.722,15.972
"0655.01",4070,2806,15.233,7.856,11.715,1.449,29.032,21.888,77.916,9.553,12.531
"0655.02",6565,2644,12.871,5.952,23.61,1.828,23.541,18.47,69.315,7.632,23.053
"0656.01",6545,1064,22.536,6.267,20.321,0.84,21.616,16.449,71.599,6.203,22.123
"0656.03",3930,1035,13.613,5.122,22.307,1.774,19.792,15.721,71.258,6.225,22.384
"0656.04",7210,3520,7.559,6.634,29.84,2.706,11.983,11.951,56.893,8.096,35.011
"0657.01",3685,1943,19.132,4.847,21.965,3.274,26.846,19.907,66.054,7.214,26.874
"0657.02",5805,3769,15.504,6.687,21.631,0.944,18.925,18.444,71.467,5.6,22.933
"0657.03",4510,2528,8.98,5.305,28.031,2.447,12.195,13.462,55.269,8.431,36.183
"0658.01",4305,3465,20.557,6.522,17.253,1.362,22.222,16.226,74.611,4.91,20.359
"0658.02",3170,3501,18.77,6.471,20,1.789,15.768,11.386,72.92,4.568,22.512
"0658.03",8115,1431,13.925,5.508,20.53,2.158,19.799,15.789,71.829,6.437,21.797
"0659.04",4620,766,4.87,3.791,20.95,1.08,11.409,10.943,70.416,3.487,26.209
"0659.05",7455,3146,10.597,5,15.55,1.944,18.613,14.831,80.385,4.129,15.348
"0659.06",3545,2003,38.787,8.5,11.193,1.178,27.148,16.268,85.547,4.167,10.286
"0659.08",6455,4680,9.76,6.29,24.337,2.496,20.469,18.717,72.559,3.632,23.729
"0659.09",3520,4033,3.551,6.702,35.764,1.964,7.653,9.783,50.379,7.739,42.033
"0659.10",3445,3164,6.821,5.025,22.674,0.727,6.436,8.995,69.546,5.124,25.183
"0659.11",6310,2593,15.927,7.143,16.878,4.279,28.039,21.127,79.855,3.787,16.277
"0660.01",5490,2740,8.379,5.997,25.319,1.366,12.121,12.422,62.535,9.177,28.193
"0660.02",5495,3894,17.652,6.303,25.569,3.731,23.005,19.632,69.011,5.228,25.76
"0660.03",7025,3388,15.089,6.258,17.082,0.498,22.885,14.214,54.098,14.456,31.446
"0661.01",9525,1680,10.814,6.327,22.441,2.896,20.31,18.182,74.387,4.523,21.035
"0661.03",4485,232,11.929,6.043,17.576,0.437,13.77,13.258,73.448,5.747,20.805
"0661.04",4625,4789,11.459,4.621,22.431,3.204,22.067,23.551,72.964,5.09,21.946
"0662.00",4780,165,18.41,4.51,12.62,0.856,23.181,15.493,85.926,2.646,11.429
"0675.00",5970,1564,40.787,7.202,4.271,0.503,44.444,14.912,94.799,1.594,3.523
"0676.01",3395,2205,24.448,6.4,6.214,0.867,23.105,16.908,93.539,1.909,4.552
"0676.02",2830,2166,25.795,4.564,5.415,0.542,17.699,13.115,93.023,1.789,5.009
"0676.03",2405,2055,24.948,6.867,10.46,0.837,15.676,13.548,89.895,2.105,8.211
"0676.04",3125,1852,24.32,6.452,7.063,0,14.043,10.945,91.935,1.613,6.452
"0677.01",5810,2559,28.83,4.553,5.508,0.688,28.824,16.761,93.889,1.569,4.542
"0677.02",5220,2392,25.862,8.63,7.354,1.146,38.417,24.51,92.836,1.355,5.712
"0677.05",4700,2250,14.681,4.143,13.163,1.592,10.217,9.278,89.424,2.304,8.272
"0677.06",8430,2986,6.762,4.284,16.083,1.602,11.861,12.936,83.303,2.324,14.373
"0677.07",3925,3886,11.083,4.709,8.549,0.259,23.602,22.634,90.206,2.062,7.603
"0677.08",7440,2981,9.745,5.178,12.925,1.599,20.652,15.982,90.232,1.503,8.265
"0677.09",4245,3369,13.663,5,8.206,0.938,18.96,16.73,92.372,1.549,6.079
"0677.10",4325,3148,20.925,3.394,9.408,1.045,21.637,14.925,89.492,1.501,9.122
"0681.00",3410,94,14.809,5.665,1.76,0.293,25.087,15.64,97.063,0.881,2.203
"0682.02",2375,196,22.947,7.197,3.158,0.421,33.488,19.424,95.736,1.066,3.198
"0682.03",7685,358,9.304,6.317,7.547,0.586,24.587,23.608,91.716,1.392,6.892
"0682.04",3400,2947,16.618,6.085,6.324,0.294,23.188,14.976,92.687,1.493,5.672
"0682.05",3000,3895,13.667,4.802,6.981,0.873,17.031,16.842,93.729,1.525,4.915
"0682.06",4820,2831,8.402,5.996,9.586,0.404,13.731,14.533,90.021,1.261,8.824
"0683.00",5915,2555,21.64,7.443,4.48,0.169,36.806,18.286,94.098,1.369,4.448
"0684.03",8915,521,11.049,4.857,13.012,0.337,20.858,11.798,81.839,3.563,14.655
"0684.05",5470,1379,12.797,4.615,9.141,0.64,15.5,12.463,90.287,2.868,6.846
"0684.08",5755,2080,6.69,4.748,8.094,0.783,12.01,13.018,90.901,1.695,7.315
"0684.09",3420,319,11.111,4.961,10.335,0,16.393,14.286,87.834,2.522,9.792
"0684.10",4030,983,12.655,6.55,9.582,1.229,22.115,16.667,89.924,2.267,7.935
"0684.11",4490,1229,13.029,5.029,7.865,1.124,23.229,18.113,91.742,1.584,6.787
"0685.02",4235,75,13.459,7.221,3.249,0.241,20.679,16.863,95.113,2.026,2.741
"0685.03",5785,750,15.471,4.463,5.776,1.034,39.748,18.96,93.576,1.736,4.861
"0685.04",3105,3438,11.916,3.733,7.282,1.133,11.659,13.776,95.588,1.144,3.268
"0685.05",4300,1519,18.721,6.794,3.877,0.342,25.217,19.841,94.541,1.974,3.368
"0685.07",5645,1586,9.832,4.044,4.242,0.181,13.625,14.159,94.614,2.244,3.052
"0685.08",9550,2685,15.707,3.467,7.306,1.192,24.55,18.815,91.692,2.548,5.708
"0686.01",5795,221,10.958,5.365,4.922,0.259,17.703,12.941,94.051,2.975,2.975
"0686.02",4075,1029,12.393,5.342,4.374,0.243,18.395,16.116,92.05,4.099,3.975
"0686.03",3340,1646,13.473,5.168,4.091,0.303,17.742,17.327,91.781,3.957,4.11
"0687.01",4425,1403,14.463,6.719,9.943,0.686,16.964,13.919,90.564,1.381,8.055
"0687.03",10190,646,9.078,5.057,11.727,0.442,16.255,12.435,86.767,2.857,10.376
"0687.04",4755,2736,19.558,6.876,8.212,1.247,19.565,16.554,88.519,2.682,8.906
"0687.06",5345,2029,10.571,6.231,6.383,1.018,25.229,20.625,91.437,1.808,6.66
"0687.07",5750,2890,12.435,5.718,7.92,0.957,14.593,14.167,89.973,2.307,7.631
"0687.09",3535,171,9.901,5.569,7.77,0.288,19.691,16.505,89.855,2.609,7.536
"0687.10",8795,400,7.959,4.767,12.109,1.535,14.576,12.821,87.733,2.558,9.709
"0688.02",2890,32,15.398,6.209,2.883,0.541,23.83,14.857,96.36,1.56,2.08
"0688.03",5165,2544,14.908,5.755,1.705,0.284,22.794,16.505,96.724,1.541,1.734
"0688.04",5590,3114,9.302,6.593,2.86,0.447,18.537,17.879,96.377,1.54,2.174
"0689.01",6790,2477,9.941,7.753,8.18,1.179,18.053,16.75,90.787,1.648,7.64
"0689.02",3680,2346,9.511,5.641,6.022,0,16.092,19.635,90.884,1.796,7.182
"0689.03",8100,2216,7.901,9.519,8.956,0.988,19.44,22.489,90.807,1.814,7.317
"0689.04",5630,177,8.792,7.727,7.317,0.958,19.202,18.012,92.549,1.885,5.476
"0690.00",7370,112,13.501,6.752,1.967,0.204,21.859,15.179,97.48,1.226,1.362
"0691.00",6210,2247,14.09,9.009,2.174,0.161,22.699,16.129,97.585,1.047,1.369
"0692.00",9220,142,12.961,4.794,2.767,0.38,19.192,15.636,96.776,1.038,2.186
"0693.00",4950,2195,27.475,9.32,1.314,0.202,39.014,22.727,98.225,0.789,1.085
"0694.00",7850,234,8.408,5.293,5.032,0.255,16.578,15.106,95.443,0.899,3.659
"0700.01",4550,3443,24.286,6.416,4.54,1.022,41.756,33.6,94.534,1.501,3.859
"0700.03",2715,1762,28.177,8.519,6.877,1.115,33.466,24.051,91.833,1.815,6.171
"0700.04",4520,2911,20.907,6.911,6.823,1.386,40.667,26.087,92.817,1.796,5.387
"0701.01",3280,1895,9.756,6.266,9.955,2.112,29.63,23.243,87.215,3.805,8.98
"0701.02",6235,2346,15.237,6.276,7.177,1.21,29.775,21.526,90.806,3.092,6.021
"0702.01",2545,1257,20.432,5.495,8.459,0.752,17.01,11.875,83.434,8.687,8.081
"0702.02",6805,1752,12.564,4.325,9.335,0.971,11.04,13.604,84.483,6.972,8.471
"0703.02",3800,856,23.026,5.425,11.34,1.418,23.701,10.345,79.812,11.306,9.017
"0703.03",4445,1432,15.073,6.967,9.851,0.458,21.212,15.385,77.136,11.432,11.432
"0703.04",5545,1710,15.96,3.852,9.829,0.631,13.123,11.712,75.372,14.219,10.409
"0704.01",4680,2656,16.667,8.036,5.567,0.315,38.344,26.996,88.357,3.917,7.726
"0704.04",4455,2483,11.897,5.395,10.093,0.348,18.373,18.819,85.452,3.207,11.111
"0704.05",6240,1278,10.737,5.789,6.811,0.481,18.75,16.935,89.811,3.04,7.149
"0704.06",1790,775,15.922,7.359,5.914,1.075,24.113,9.524,88.169,4.507,7.324
"0704.08",5150,353,5.922,7.062,13.327,0.888,15.917,12.971,48.3,6.1,45.6
"0704.09",4515,1827,9.413,4.444,7.291,1.523,24.665,23.616,91.011,3.034,5.843
"0705.01",3370,2130,18.843,5.149,6.452,0.587,11.336,11.468,92.192,4.204,3.904
"0705.02",4705,2450,33.262,6.312,5.681,0.75,39.831,23.864,91.942,2.621,5.534
"0706.00",3705,2705,25.371,9.07,10.345,1.592,51.253,25.926,91.281,2.18,6.54
"0707.00",3820,2060,36.911,6.604,5.984,1.596,48.333,28.108,94.329,2.617,3.162
"0708.01",4725,3906,13.545,7.143,8.499,0.883,35.746,31.502,90.723,2.805,6.58
"0708.02",4050,2615,27.531,4.308,5.778,0.236,35.91,17.339,90.841,2.886,6.274
"0709.01",8330,2250,14.346,3.936,8.283,0.84,22.458,15.905,88.694,3.688,7.618
"0709.02",6285,2616,14.479,5.587,9.547,1.193,26.104,20.533,89.248,3.314,7.437
"0710.03",8770,2836,9.635,6.136,7.013,0.627,21.548,18.591,90.548,3.384,6.126
"0710.05",7465,229,7.502,3.539,9.363,1.129,10.714,9.79,87.995,3.683,8.254
"0710.06",3530,1687,10.765,4.831,7.37,0.578,16.342,14.486,91.702,2.861,5.436
"0710.07",4750,1403,7.789,6.457,6.78,0.636,18.625,18.794,90.226,3.115,6.66
"0710.08",4320,3505,12.616,5.133,5.632,0.46,26.149,23.904,92.173,2.22,5.607
"0710.09",5350,1517,8.505,4.589,9.533,0.28,5.031,9.15,82.233,7.628,10.14
"0710.10",4900,1944,13.469,4.824,7.438,0.31,16.208,10.182,89.315,3.527,7.158
"0710.11",2745,3000,9.107,5.602,5.169,0.713,16.908,21.429,92.022,2.597,5.38
"0725.03",3615,2320,18.811,7.833,8.671,0.42,23.448,16.592,86.202,5.263,8.535
"0725.04",3195,1118,20.188,7.979,7.692,0.785,25.94,13.99,89.984,3.657,6.359
"0725.06",1615,31,20.433,5.66,1.807,0,23.256,9.278,91.692,2.769,5.846
"0725.07",6350,4380,6.535,5.032,9.968,1.028,13.575,16.579,89.952,2.894,7.235
"0725.09",3365,1532,19.762,5.361,7.67,0.442,13.025,14.493,92.473,2.419,5.242
"0725.10",4905,1525,14.679,3.73,9.786,0.612,32.506,14.652,87.127,3.399,9.475
"0726.01",6260,3348,22.764,7.975,4.77,0.889,32.461,21.658,92.482,3.314,4.204
"0726.03",4890,3879,17.382,10.811,5.167,0.709,34.222,25.09,89.959,5.28,4.762
"0726.04",1875,2358,12,2.765,6.332,0.528,14.286,14.167,91.033,2.717,6.25
"0727.01",3250,2892,30.308,10.811,4.452,0,44.675,25.568,90.312,5,4.688
"0727.02",3980,2561,28.769,7.031,4.284,0.367,44.776,18.692,91.5,4.5,4.125
"0728.01",6690,3803,7.997,5.707,10.912,1.57,20.703,19.647,81.573,9.021,9.483
"0728.02",4285,2233,16.103,6.751,10.842,0.807,24.207,19.844,76.583,15.532,7.885
"0728.03",2635,2879,13.852,6.316,9.671,1.161,19.9,14.65,72.461,20.703,6.836
"0729.00",3790,2538,18.47,5.679,9.091,1.186,38.827,21.429,76.23,17.623,6.148
"0730.01",11305,1947,9.155,5.486,8.448,1.946,19.664,12.331,87.432,4.656,7.911
"0730.02",6690,2142,16.143,7.114,5.007,0.897,23.519,15.764,91.528,5.144,3.328
"0731.00",6430,1270,11.82,8.738,2.022,0,26.718,19.459,94.807,2.911,2.282
"0732.01",6665,160,12.078,4.83,2.626,0.375,19.763,13.25,95.386,2.95,1.664
